fid,repDist,prec,apRec,bureau,basicCar,agency,name,shapeLeng,abbrevApr,shapeArea,shapeLength
1,1901,19,MISSION,VALLEY BUREAU,19A1,PD,1901,0.09909944,MISN,5967865.74609375,11878.5846789846
2,1705,17,DEVONSHIRE,VALLEY BUREAU,17A35,PD,1705,0.14883168,DEV,15011150,18058.8362720829
3,1902,19,MISSION,VALLEY BUREAU,19A7,PD,1902,0.08205431,MISN,4577939.71875,9886.99173506443
4,1903,19,MISSION,VALLEY BUREAU,19A7,PD,1903,0.04568461,MISN,1495087.79296875,5390.79398948868
5,1904,19,MISSION,VALLEY BUREAU,19A7,PD,1904,0.0617542,MISN,2352256.08203125,7388.62269407025
6,1906,19,MISSION,VALLEY BUREAU,19A7,PD,1906,0.05713132,MISN,2051118.2734375,6912.8279578764
7,1909,19,MISSION,VALLEY BUREAU,19A7,PD,1909,0.08638455,MISN,4094130.8984375,10342.1586923943
8,1908,19,MISSION,VALLEY BUREAU,19A7,PD,1908,0.1008619,MISN,2770228.453125,12542.3156721623
9,1912,19,MISSION,VALLEY BUREAU,19A1,PD,1912,0.06025683,MISN,2637214.83203125,7073.28188833031
10,1905,19,MISSION,VALLEY BUREAU,19A7,PD,1905,0.0336557,MISN,1040929.76171875,4086.75754908576
11,1708,17,DEVONSHIRE,VALLEY BUREAU,17A49,PD,1708,0.12631396,DEV,13812573.1640625,15707.8849838256
12,1917,19,MISSION,VALLEY BUREAU,19A7,PD,1917,0.02567568,MISN,523269.76171875,3112.85167345182
13,1907,19,MISSION,VALLEY BUREAU,19A7,PD,1907,0.0600845,MISN,2075384.8671875,7295.96785453645
14,1911,19,MISSION,VALLEY BUREAU,19A1,PD,1911,0.04301987,MISN,1374632.45703125,5174.06084649827
15,1916,19,MISSION,VALLEY BUREAU,19A7,PD,1916,0.04355838,MISN,1615027.375,5269.80350885714
16,1918,19,MISSION,VALLEY BUREAU,19A7,PD,1918,0.05242179,MISN,1524420.25390625,6392.32166690912
17,1915,19,MISSION,VALLEY BUREAU,19A1,PD,1915,0.04186031,MISN,1014889.60546875,4806.74015286254
18,1919,19,MISSION,VALLEY BUREAU,19A7,PD,1919,0.06812427,MISN,1997112.625,8714.1654041235
19,1707,17,DEVONSHIRE,VALLEY BUREAU,17A35,PD,1707,0.05843335,DEV,1666613.91015625,7040.78612914888
20,1715,17,DEVONSHIRE,VALLEY BUREAU,17A35,PD,1715,0.10168044,DEV,6251884.57421875,12187.5751078496
21,1703,17,DEVONSHIRE,VALLEY BUREAU,17A35,PD,1703,0.04553193,DEV,1171434.6328125,5368.62520265986
22,1603,16,FOOTHILL,VALLEY BUREAU,16A35,PD,1603,0.06535716,FTHL,2617833.88671875,7890.25146964296
23,1714,17,DEVONSHIRE,VALLEY BUREAU,17A35,PD,1714,0.10947535,DEV,3652281.8515625,13300.3222252333
24,1716,17,DEVONSHIRE,VALLEY BUREAU,17A35,PD,1716,0.05722088,DEV,2122926.984375,7122.62141505715
25,1601,16,FOOTHILL,VALLEY BUREAU,16A11,PD,1601,0.04509073,FTHL,1673220.875,5621.15252440941
26,1618,16,FOOTHILL,VALLEY BUREAU,16A35,PD,1618,0.12909405,FTHL,6400243.57421875,15424.6290178615
27,1712,17,DEVONSHIRE,VALLEY BUREAU,17A35,PD,1712,0.05228622,DEV,2722572.84375,6465.00133475175
28,1602,16,FOOTHILL,VALLEY BUREAU,16A11,PD,1602,0.05959203,FTHL,2213271.2265625,7127.37396755754
29,1713,17,DEVONSHIRE,VALLEY BUREAU,17A35,PD,1713,0.04397516,DEV,1640045.3359375,5393.33189172908
30,1709,17,DEVONSHIRE,VALLEY BUREAU,17A49,PD,1709,0.03187609,DEV,673597.84375,3787.00700302524
31,1617,16,FOOTHILL,VALLEY BUREAU,16A35,PD,1617,0.12263153,FTHL,6101287.86328125,14761.1340778972
32,1611,16,FOOTHILL,VALLEY BUREAU,16A11,PD,1611,0.03970179,FTHL,1399788.28515625,4925.99646699931
33,1614,16,FOOTHILL,VALLEY BUREAU,16A35,PD,1614,0.01154123,FTHL,88045.97265625,1406.16694220661
34,1613,16,FOOTHILL,VALLEY BUREAU,16A23,PD,1613,0.03306169,FTHL,782156.0859375,3993.73207175503
35,1612,16,FOOTHILL,VALLEY BUREAU,16A11,PD,1612,0.044199,FTHL,1770580.93359375,5368.91628561296
36,1729,17,DEVONSHIRE,VALLEY BUREAU,17A35,PD,1729,0.06418576,DEV,2664320.52734375,7470.91925805708
37,1717,17,DEVONSHIRE,VALLEY BUREAU,17A49,PD,1717,0.04818407,DEV,1212863.32421875,5734.54642046541
38,1944,19,MISSION,VALLEY BUREAU,19A43,PD,1944,0.05074992,MISN,1425699.0234375,6303.20875244674
39,1718,17,DEVONSHIRE,VALLEY BUREAU,17A49,PD,1718,0.03988467,DEV,1403356.91796875,4734.94916241293
40,1719,17,DEVONSHIRE,VALLEY BUREAU,17A49,PD,1719,0.01136501,DEV,87789.3203125,1365.05669322756
41,1934,19,MISSION,VALLEY BUREAU,19A43,PD,1934,0.02023985,MISN,311013.4140625,2590.64149993269
42,1721,17,DEVONSHIRE,VALLEY BUREAU,17A23,PD,1721,0.1178123,DEV,10813396.3945313,14256.674721102
43,1728,17,DEVONSHIRE,VALLEY BUREAU,17A35,PD,1728,0.05851064,DEV,2653753.90234375,7042.4503579921
44,1737,17,DEVONSHIRE,VALLEY BUREAU,17A35,PD,1737,0.05007086,DEV,2302040.69921875,6106.78854220984
45,1633,16,FOOTHILL,VALLEY BUREAU,16A23,PD,1633,0.0400073,FTHL,1256437.765625,4858.09613469798
46,1622,16,FOOTHILL,VALLEY BUREAU,16A11,PD,1622,0.0532427,FTHL,1864961.99609375,6571.47550732705
47,1727,17,DEVONSHIRE,VALLEY BUREAU,17A35,PD,1727,0.06458994,DEV,3865033.8046875,7885.50792696042
48,1723,17,DEVONSHIRE,VALLEY BUREAU,17A23,PD,1723,0.08427974,DEV,5701925.16796875,10097.1325025792
49,1943,19,MISSION,VALLEY BUREAU,19A43,PD,1943,0.05505592,MISN,1834555.90234375,6400.92300585886
50,1725,17,DEVONSHIRE,VALLEY BUREAU,17A23,PD,1725,0.05915908,DEV,3006855.48046875,7284.82648094108
51,1636,16,FOOTHILL,VALLEY BUREAU,16A35,PD,1636,0.07749973,FTHL,2694252.25,9308.48517698719
52,1623,16,FOOTHILL,VALLEY BUREAU,16A23,PD,1623,0.03395665,FTHL,814038.453125,4111.56953512049
53,1735,17,DEVONSHIRE,VALLEY BUREAU,17A35,PD,1735,0.06592739,DEV,2746369.7421875,7694.14647202012
54,1941,19,MISSION,VALLEY BUREAU,19A43,PD,1941,0.02609382,MISN,596184.6875,3276.79734893377
55,1738,17,DEVONSHIRE,VALLEY BUREAU,17A49,PD,1738,0.03896605,DEV,1166479.64453125,4571.88242110488
56,1645,16,FOOTHILL,VALLEY BUREAU,16A23,PD,1645,0.0481291,FTHL,2286475.80078125,5907.60518215494
57,1739,17,DEVONSHIRE,VALLEY BUREAU,17A49,PD,1739,0.03877921,DEV,495539.20703125,4503.82843690899
58,1621,16,FOOTHILL,VALLEY BUREAU,16A11,PD,1621,0.04058961,FTHL,1331397.3828125,4978.9283228705
59,1654,16,FOOTHILL,VALLEY BUREAU,16A23,PD,1654,0.05925754,FTHL,2437948.1015625,7228.03005436794
60,1945,19,MISSION,VALLEY BUREAU,19A43,PD,1945,0.05699636,MISN,804852.14453125,6584.88164778499
61,1637,16,FOOTHILL,VALLEY BUREAU,16A35,PD,1637,0.05143409,FTHL,1823173.9375,6096.82715002031
62,1643,16,FOOTHILL,VALLEY BUREAU,16A23,PD,1643,0.03508162,FTHL,870400.35546875,4294.12780355105
63,1655,16,FOOTHILL,VALLEY BUREAU,16A35,PD,1655,0.09167119,FTHL,7306853.4453125,11044.3938668197
64,1745,17,DEVONSHIRE,VALLEY BUREAU,17A49,PD,1745,0.06776324,DEV,2942843.62890625,7888.21731390514
65,1722,17,DEVONSHIRE,VALLEY BUREAU,17A23,PD,1722,0.04414428,DEV,1462837.91796875,5244.14577862294
66,1747,17,DEVONSHIRE,VALLEY BUREAU,17A49,PD,1747,0.04087198,DEV,1420963.109375,4879.42475246225
67,1743,17,DEVONSHIRE,VALLEY BUREAU,17A35,PD,1743,0.039117,DEV,1195551.12109375,4680.75004595449
68,1749,17,DEVONSHIRE,VALLEY BUREAU,17A49,PD,1749,0.04870262,DEV,1848732.5390625,5751.02667575464
69,1959,19,MISSION,VALLEY BUREAU,19A79,PD,1959,0.0479839,MISN,1598134.34375,6001.23544258006
70,1954,19,MISSION,VALLEY BUREAU,19A43,PD,1954,0.04649181,MISN,1903864.58203125,5869.97039084062
71,1951,19,MISSION,VALLEY BUREAU,19A43,PD,1951,0.0242147,MISN,526956.41796875,3026.90836879504
72,1955,19,MISSION,VALLEY BUREAU,19A43,PD,1955,0.03692265,MISN,1235939.796875,4405.22345766462
73,1642,16,FOOTHILL,VALLEY BUREAU,16A23,PD,1642,0.03415008,FTHL,780466.59375,4177.72351059391
74,1958,19,MISSION,VALLEY BUREAU,19A79,PD,1958,0.05376339,MISN,1860929.73828125,6783.99547123849
75,1638,16,FOOTHILL,VALLEY BUREAU,16A59,PD,1638,0.04717281,FTHL,1673849.41015625,5543.89550576004
76,1665,16,FOOTHILL,VALLEY BUREAU,16A77,PD,1665,0.09057535,FTHL,4559492.1328125,11090.8823914546
77,1641,16,FOOTHILL,VALLEY BUREAU,16A23,PD,1641,0.04129451,FTHL,1466589.0234375,5033.88064860435
78,1656,16,FOOTHILL,VALLEY BUREAU,16A35,PD,1656,0.11070558,FTHL,5530260.98828125,12744.3615234249
79,1756,17,DEVONSHIRE,VALLEY BUREAU,17A49,PD,1756,0.05613972,DEV,2281871.578125,6586.53897472368
80,1751,17,DEVONSHIRE,VALLEY BUREAU,17A23,PD,1751,0.05320994,DEV,1897318.890625,6217.75827236002
81,1752,17,DEVONSHIRE,VALLEY BUREAU,17A23,PD,1752,0.04235475,DEV,1547483.28125,5052.57563274799
82,1753,17,DEVONSHIRE,VALLEY BUREAU,17A23,PD,1753,0.0407339,DEV,1429217.08984375,4867.77722773541
83,1757,17,DEVONSHIRE,VALLEY BUREAU,17A49,PD,1757,0.03797054,DEV,1233163.03125,4557.96992543955
84,1763,17,DEVONSHIRE,VALLEY BUREAU,17A23,PD,1763,0.03756663,DEV,1191512.16015625,4493.36203081137
85,1764,17,DEVONSHIRE,VALLEY BUREAU,17A81,PD,1764,0.06527245,DEV,3314274.9296875,8360.3806208191
86,1765,17,DEVONSHIRE,VALLEY BUREAU,17A35,PD,1765,0.03712344,DEV,1150878.125,4461.37848317337
87,1754,17,DEVONSHIRE,VALLEY BUREAU,17A35,PD,1754,0.03849833,DEV,1243098.70703125,4577.29727902939
88,1755,17,DEVONSHIRE,VALLEY BUREAU,17A35,PD,1755,0.0382957,DEV,889236.734375,4566.1028225682
89,1758,17,DEVONSHIRE,VALLEY BUREAU,17A49,PD,1758,0.03286789,DEV,1015518.79296875,3992.31878360769
90,1759,17,DEVONSHIRE,VALLEY BUREAU,17A49,PD,1759,0.0333084,DEV,1025335.703125,4049.63676809367
91,1956,19,MISSION,VALLEY BUREAU,19A43,PD,1956,0.03417859,MISN,909181.52734375,4112.80803065997
92,1952,19,MISSION,VALLEY BUREAU,19A43,PD,1952,0.0242129,MISN,527214.6796875,3037.18766186246
93,1653,16,FOOTHILL,VALLEY BUREAU,16A23,PD,1653,0.04321662,FTHL,1646929.12109375,5254.78660543184
94,1657,16,FOOTHILL,VALLEY BUREAU,16A59,PD,1657,0.03736371,FTHL,957380.99609375,4457.13095259681
95,1664,16,FOOTHILL,VALLEY BUREAU,16A77,PD,1664,0.07576975,FTHL,4554405.5625,9249.85121392284
96,1651,16,FOOTHILL,VALLEY BUREAU,16A23,PD,1651,0.04131245,FTHL,1464292.47265625,5029.82540602831
97,1774,17,DEVONSHIRE,VALLEY BUREAU,17A67,PD,1774,0.03757814,DEV,896678.65625,4855.89036369865
98,1787,17,DEVONSHIRE,VALLEY BUREAU,17A67,PD,1787,0.05830332,DEV,1488805.86328125,7483.82157638478
99,1963,19,MISSION,VALLEY BUREAU,19A75,PD,1963,0.03042843,MISN,624070.83203125,3696.3312163119
100,1768,17,DEVONSHIRE,VALLEY BUREAU,17A95,PD,1768,0.04942593,DEV,1900311.51953125,5844.79465538419
101,1762,17,DEVONSHIRE,VALLEY BUREAU,17A81,PD,1762,0.06650649,DEV,2797428.54296875,7720.59665624457
102,1969,19,MISSION,VALLEY BUREAU,19A79,PD,1969,0.04737009,MISN,1621671.390625,5782.75273212869
103,1772,17,DEVONSHIRE,VALLEY BUREAU,17A81,PD,1772,0.04779474,DEV,1589765.6015625,6002.81602448079
104,236,2,RAMPART,CENTRAL BUREAU,2A47,PD,0236,0.02820994,RAMP,664999.61328125,3490.60773234631
105,1776,17,DEVONSHIRE,VALLEY BUREAU,17A95,PD,1776,0.04747302,DEV,1839431.39453125,5939.32893442523
106,1766,17,DEVONSHIRE,VALLEY BUREAU,17A67,PD,1766,0.04301513,DEV,1343168.68359375,5072.88405687653
107,1777,17,DEVONSHIRE,VALLEY BUREAU,17A95,PD,1777,0.04779298,DEV,1960008.91796875,5984.6741914275
108,1767,17,DEVONSHIRE,VALLEY BUREAU,17A67,PD,1767,0.05600645,DEV,2319809.7265625,6706.74041842785
109,1778,17,DEVONSHIRE,VALLEY BUREAU,17A95,PD,1778,0.03198233,DEV,949302.16015625,3899.71460408176
110,1779,17,DEVONSHIRE,VALLEY BUREAU,17A95,PD,1779,0.05372102,DEV,1687902.62890625,6654.49093435336
111,1961,19,MISSION,VALLEY BUREAU,19A61,PD,1961,0.03940116,MISN,1166134.3515625,5065.8467828161
112,1962,19,MISSION,VALLEY BUREAU,19A61,PD,1962,0.05612638,MISN,2694420.96875,6891.89171615231
113,1967,19,MISSION,VALLEY BUREAU,19A79,PD,1967,0.05052835,MISN,2382744.26171875,6191.0272386327
114,1663,16,FOOTHILL,VALLEY BUREAU,16A77,PD,1663,0.06345839,FTHL,3323261.76953125,7600.96994412979
115,1771,17,DEVONSHIRE,VALLEY BUREAU,17A81,PD,1771,0.05619679,DEV,1608333.8046875,6497.77297192503
116,1775,17,DEVONSHIRE,VALLEY BUREAU,17A95,PD,1775,0.04944919,DEV,1912023.28515625,5857.97582504039
117,1783,17,DEVONSHIRE,VALLEY BUREAU,17A67,PD,1783,0.03801431,DEV,1064419.609375,4735.49556538657
118,1773,17,DEVONSHIRE,VALLEY BUREAU,17A67,PD,1773,0.0232159,DEV,478761.67578125,2933.18682716361
119,1966,19,MISSION,VALLEY BUREAU,19A75,PD,1966,0.03079826,MISN,799493.39453125,3752.03584397111
120,1964,19,MISSION,VALLEY BUREAU,19A75,PD,1964,0.02806251,MISN,729576.01171875,3465.47739297894
121,1781,17,DEVONSHIRE,VALLEY BUREAU,17A81,PD,1781,0.06704046,DEV,3229918.17578125,7970.09906408504
122,1977,19,MISSION,VALLEY BUREAU,19A79,PD,1977,0.04546378,MISN,1821889.08984375,5526.13528685964
123,1661,16,FOOTHILL,VALLEY BUREAU,16A77,PD,1661,0.02361935,FTHL,429717.90234375,2877.45912545463
124,1785,17,DEVONSHIRE,VALLEY BUREAU,17A67,PD,1785,0.05804622,DEV,2670106.5,6923.91273297345
125,1979,19,MISSION,VALLEY BUREAU,19A79,PD,1979,0.03335961,MISN,827057.2265625,4080.80715834834
126,1782,17,DEVONSHIRE,VALLEY BUREAU,17A81,PD,1782,0.04699729,DEV,1534991.796875,5526.58865083957
127,1672,16,FOOTHILL,VALLEY BUREAU,16A77,PD,1672,0.03454879,FTHL,970125.9296875,4111.3337087462
128,1788,17,DEVONSHIRE,VALLEY BUREAU,17A95,PD,1788,0.04944989,DEV,1891204.25,5840.56124009044
129,2106,21,TOPANGA,VALLEY BUREAU,21A5,PD,2106,0.02402687,TOP,488385.6640625,3010.95104885255
130,1796,17,DEVONSHIRE,VALLEY BUREAU,17A95,PD,1796,0.04020803,DEV,1149808.57421875,5140.24281583031
131,1797,17,DEVONSHIRE,VALLEY BUREAU,17A95,PD,1797,0.05434889,DEV,2643755.69921875,6710.71434239324
132,1798,17,DEVONSHIRE,VALLEY BUREAU,17A95,PD,1798,0.038536,DEV,1301882.69140625,4625.81419428989
133,1971,19,MISSION,VALLEY BUREAU,19A61,PD,1971,0.018175,MISN,300273.62109375,2207.96654440104
134,1972,19,MISSION,VALLEY BUREAU,19A61,PD,1972,0.02593388,MISN,496763.12109375,3057.05284380166
135,1974,19,MISSION,VALLEY BUREAU,19A85,PD,1974,0.02842655,MISN,526368.21484375,3338.30452176729
136,1975,19,MISSION,VALLEY BUREAU,19A75,PD,1975,0.02271539,MISN,297529.33203125,2639.74097793461
137,1988,19,MISSION,VALLEY BUREAU,19A79,PD,1988,0.04776402,MISN,1947560.73828125,5899.00341946737
138,1681,16,FOOTHILL,VALLEY BUREAU,16A81,PD,1681,0.05243271,FTHL,2298534.3046875,6401.13857949396
139,1987,19,MISSION,VALLEY BUREAU,19A75,PD,1987,0.0525729,MISN,2046225.421875,6348.68041848408
140,1985,19,MISSION,VALLEY BUREAU,19A85,PD,1985,0.04021764,MISN,1302521.203125,4994.15653712808
141,1989,19,MISSION,VALLEY BUREAU,19A79,PD,1989,0.04617694,MISN,1579651.28125,5677.1406475688
142,1793,17,DEVONSHIRE,VALLEY BUREAU,17A67,PD,1793,0.0371067,DEV,1231103.125,4640.47626175341
143,1981,19,MISSION,VALLEY BUREAU,19A61,PD,1981,0.03193527,MISN,864275.80859375,4053.80016925855
144,1982,19,MISSION,VALLEY BUREAU,19A61,PD,1982,0.02438254,MISN,470174.80859375,2864.15309779408
145,1984,19,MISSION,VALLEY BUREAU,19A85,PD,1984,0.03269886,MISN,906743.375,4110.50226232558
146,1794,17,DEVONSHIRE,VALLEY BUREAU,17A67,PD,1794,0.05615323,DEV,2415238.40234375,6691.95197728486
147,1682,16,FOOTHILL,VALLEY BUREAU,16A81,PD,1682,0.0339654,FTHL,717969.53515625,4046.83099362033
148,1673,16,FOOTHILL,VALLEY BUREAU,16A77,PD,1673,0.02118579,FTHL,284283.328125,2457.48963629512
149,2105,21,TOPANGA,VALLEY BUREAU,21A5,PD,2105,0.03280474,TOP,1057787.36328125,4056.89834321088
150,1795,17,DEVONSHIRE,VALLEY BUREAU,17A95,PD,1795,0.06451823,DEV,2796000.390625,7547.1935218046
151,2107,21,TOPANGA,VALLEY BUREAU,21A5,PD,2107,0.03400754,TOP,1008110.59765625,4130.31016752153
152,1791,17,DEVONSHIRE,VALLEY BUREAU,17A81,PD,1791,0.05706661,DEV,2233389.30859375,6694.10748619735
153,1792,17,DEVONSHIRE,VALLEY BUREAU,17A81,PD,1792,0.05074865,DEV,2067041.15234375,6017.72129104233
154,1799,17,DEVONSHIRE,VALLEY BUREAU,17A95,PD,1799,0.03826975,DEV,1258464.52734375,4580.76640083395
155,1983,19,MISSION,VALLEY BUREAU,19A61,PD,1983,0.03023866,MISN,818800.60546875,3682.05376975101
156,1684,16,FOOTHILL,VALLEY BUREAU,16A81,PD,1684,0.05067653,FTHL,2098609.76171875,6451.43744126954
157,1685,16,FOOTHILL,VALLEY BUREAU,16A81,PD,1685,0.05247852,FTHL,2307974.15625,6702.51653296241
158,2111,21,TOPANGA,VALLEY BUREAU,21A1,PD,2111,0.13306,TOP,6509512.21484375,17432.9990722672
159,1008,10,WEST VALLEY,VALLEY BUREAU,10A39,PD,1008,0.11274589,WVAL,6844600.7109375,14110.3997652775
160,1999,19,MISSION,VALLEY BUREAU,19A93,PD,1999,0.04949169,MISN,1763494.8984375,6115.10000340275
161,1998,19,MISSION,VALLEY BUREAU,19A93,PD,1998,0.05650847,MISN,2515757.57421875,6827.38935586205
162,1994,19,MISSION,VALLEY BUREAU,19A93,PD,1994,0.0502909,MISN,790537.8828125,5988.61764115001
163,1993,19,MISSION,VALLEY BUREAU,19A93,PD,1993,0.0308299,MISN,836352.9375,3745.06756493177
164,1009,10,WEST VALLEY,VALLEY BUREAU,10A39,PD,1009,0.04751774,WVAL,856590.8359375,5417.87451561533
165,1991,19,MISSION,VALLEY BUREAU,19A93,PD,1991,0.02414257,MISN,536181.83203125,2955.63957757655
166,1007,10,WEST VALLEY,VALLEY BUREAU,10A17,PD,1007,0.04175559,WVAL,1614607.90234375,5233.90586305735
167,1006,10,WEST VALLEY,VALLEY BUREAU,10A17,PD,1006,0.04274661,WVAL,1659109.28515625,5358.94792367898
168,1005,10,WEST VALLEY,VALLEY BUREAU,10A3,PD,1005,0.04251541,WVAL,1639296.140625,5316.15040499071
169,1004,10,WEST VALLEY,VALLEY BUREAU,10A3,PD,1004,0.04226994,WVAL,1620819.46875,5278.00089662468
170,1003,10,WEST VALLEY,VALLEY BUREAU,10A3,PD,1003,0.04317698,WVAL,1570891.79296875,5377.98829011465
171,1001,10,WEST VALLEY,VALLEY BUREAU,10A3,PD,1001,0.05939962,WVAL,3216925.0546875,7169.7599293917
172,2129,21,TOPANGA,VALLEY BUREAU,21A29,PD,2129,0.04133446,TOP,1566834.46875,5163.44746727523
173,2118,21,TOPANGA,VALLEY BUREAU,21A29,PD,2118,0.05309763,TOP,1556722.08984375,6453.24896630377
174,2126,21,TOPANGA,VALLEY BUREAU,21A5,PD,2126,0.04949839,TOP,2139959.52734375,6018.92912449716
175,2115,21,TOPANGA,VALLEY BUREAU,21A5,PD,2115,0.02522952,TOP,531108.59375,3012.40727690318
176,2114,21,TOPANGA,VALLEY BUREAU,21A1,PD,2114,0.04011302,TOP,1472911.484375,4974.75493073719
177,2113,21,TOPANGA,VALLEY BUREAU,21A1,PD,2113,0.0465867,TOP,1927732.2578125,5680.44841153273
178,1501,15,NORTH HOLLYWOOD,VALLEY BUREAU,15A21,PD,1501,0.05010418,NHWD,2201558.77734375,6216.67511836057
179,1502,15,NORTH HOLLYWOOD,VALLEY BUREAU,15A21,PD,1502,0.04722199,NHWD,1640287.48828125,5984.21471100394
180,1691,16,FOOTHILL,VALLEY BUREAU,16A81,PD,1691,0.03351776,FTHL,709324.953125,3913.04539182386
181,1995,19,MISSION,VALLEY BUREAU,19A93,PD,1995,0.02385638,MISN,528597.12890625,2930.52210338278
182,1018,10,WEST VALLEY,VALLEY BUREAU,10A39,PD,1018,0.05409606,WVAL,1778775.04296875,6788.150189762
183,1019,10,WEST VALLEY,VALLEY BUREAU,10A39,PD,1019,0.03416054,WVAL,367904.5546875,4514.0672076347
184,901,9,VAN NUYS,VALLEY BUREAU,9A5,PD,0901,0.04377427,VNYS,1564115.8515625,5567.82033298613
185,2125,21,TOPANGA,VALLEY BUREAU,21A5,PD,2125,0.03142046,TOP,916903.28515625,3830.94051449809
186,2128,21,TOPANGA,VALLEY BUREAU,21A29,PD,2128,0.03198481,TOP,946423.3828125,3892.42346236442
187,1693,16,FOOTHILL,VALLEY BUREAU,16A81,PD,1693,0.04006533,FTHL,1226881.53125,4889.17060559239
188,904,9,VAN NUYS,VALLEY BUREAU,9A5,PD,0904,0.05969977,VNYS,2247780.3515625,7219.30393977398
189,906,9,VAN NUYS,VALLEY BUREAU,9A5,PD,0906,0.03702004,VNYS,1267340.19921875,4577.01130896741
190,909,9,VAN NUYS,VALLEY BUREAU,9A5,PD,0909,0.04182746,VNYS,1450488.30078125,5001.04266253783
191,2134,21,TOPANGA,VALLEY BUREAU,21A1,PD,2134,0.05225733,TOP,2319681.22265625,6292.75338999259
192,2136,21,TOPANGA,VALLEY BUREAU,21A5,PD,2136,0.0407308,TOP,1432646.95703125,4887.08702683623
193,2137,21,TOPANGA,VALLEY BUREAU,21A5,PD,2137,0.03419465,TOP,1070971.57421875,4145.15194913058
194,2138,21,TOPANGA,VALLEY BUREAU,21A29,PD,2138,0.02981222,TOP,833834.62890625,3666.26276100079
195,2139,21,TOPANGA,VALLEY BUREAU,21A29,PD,2139,0.04074911,TOP,1427169.3671875,4872.1398685197
196,1011,10,WEST VALLEY,VALLEY BUREAU,10A3,PD,1011,0.05110068,WVAL,1984413.90234375,6015.67604104847
197,1012,10,WEST VALLEY,VALLEY BUREAU,10A3,PD,1012,0.03037643,WVAL,863503.33203125,3727.21884843434
198,1015,10,WEST VALLEY,VALLEY BUREAU,10A3,PD,1015,0.04944655,WVAL,1899544.52734375,5843.11123469389
199,1017,10,WEST VALLEY,VALLEY BUREAU,10A17,PD,1017,0.04945719,WVAL,1895554,5841.88078345096
200,905,9,VAN NUYS,VALLEY BUREAU,9A5,PD,0905,0.03193763,VNYS,951196.09765625,3897.62313730746
201,1503,15,NORTH HOLLYWOOD,VALLEY BUREAU,15A3,PD,1503,0.05133559,NHWD,1932619.5625,6546.01210756383
202,1504,15,NORTH HOLLYWOOD,VALLEY BUREAU,15A3,PD,1504,0.03356302,NHWD,1043544.12109375,4118.36615919336
203,2131,21,TOPANGA,VALLEY BUREAU,21A1,PD,2131,0.04433481,TOP,1669450.16796875,5469.6720613705
204,1505,15,NORTH HOLLYWOOD,VALLEY BUREAU,15A3,PD,1505,0.03698837,NHWD,1271021.94140625,4583.46655549144
205,1511,15,NORTH HOLLYWOOD,VALLEY BUREAU,15A21,PD,1511,0.03594545,NHWD,974671.09765625,4247.54784477755
206,1512,15,NORTH HOLLYWOOD,VALLEY BUREAU,15A21,PD,1512,0.03736478,NHWD,930074.2890625,4819.01484219748
207,1513,15,NORTH HOLLYWOOD,VALLEY BUREAU,15A21,PD,1513,0.03887364,NHWD,1270610.07421875,4938.51337834662
208,2146,21,TOPANGA,VALLEY BUREAU,21A57,PD,2146,0.04072844,TOP,1431741.43359375,4877.79469312562
209,2147,21,TOPANGA,VALLEY BUREAU,21A57,PD,2147,0.03390843,TOP,876790.51171875,4019.37799120719
210,2148,21,TOPANGA,VALLEY BUREAU,21A29,PD,2148,0.03961,TOP,1371080.49609375,4823.450311618
211,2149,21,TOPANGA,VALLEY BUREAU,21A29,PD,2149,0.03829635,TOP,1389483.953125,4756.20530299023
212,1021,10,WEST VALLEY,VALLEY BUREAU,10A21,PD,1021,0.04156851,WVAL,1482534.01953125,5206.59464658172
213,1023,10,WEST VALLEY,VALLEY BUREAU,10A21,PD,1023,0.04847597,WVAL,1924226.76953125,5947.83035179011
214,1024,10,WEST VALLEY,VALLEY BUREAU,10A21,PD,1024,0.03649975,WVAL,1267323.8359375,4563.97709922673
215,1025,10,WEST VALLEY,VALLEY BUREAU,10A21,PD,1025,0.04946473,WVAL,1901871.53515625,5841.85542169102
216,1027,10,WEST VALLEY,VALLEY BUREAU,10A17,PD,1027,0.04945345,WVAL,1909152.7734375,5848.36747175113
217,1028,10,WEST VALLEY,VALLEY BUREAU,10A17,PD,1028,0.04651058,WVAL,1900448.2734375,5856.11078359571
218,1029,10,WEST VALLEY,VALLEY BUREAU,10A39,PD,1029,0.03854871,WVAL,1284973.4296875,4634.94226219747
219,911,9,VAN NUYS,VALLEY BUREAU,9A23,PD,0911,0.04439165,VNYS,1735049.36328125,5623.38265347461
220,914,9,VAN NUYS,VALLEY BUREAU,9A23,PD,0914,0.04942369,VNYS,1896473.3359375,5846.14707016491
221,915,9,VAN NUYS,VALLEY BUREAU,9A19,PD,0915,0.03203163,VNYS,958258.1796875,3909.41262828235
222,916,9,VAN NUYS,VALLEY BUREAU,9A19,PD,0916,0.03199804,VNYS,947085.63671875,3897.14898592529
223,1515,15,NORTH HOLLYWOOD,VALLEY BUREAU,15A3,PD,1515,0.03804971,NHWD,861193.35546875,4721.63428670195
224,919,9,VAN NUYS,VALLEY BUREAU,9A19,PD,0919,0.03620957,VNYS,1169852.96875,4513.8111240401
225,1521,15,NORTH HOLLYWOOD,VALLEY BUREAU,15A21,PD,1521,0.02863124,NHWD,732805.96875,3514.8869191564
